inv_numb,node,x,y,w,h,neighbors
inv-0058,"(3, 0)",149,179,451,23,"[(2, 0), (4, 0)]"
inv-0058,"(4, 0)",147,208,260,17,"[(3, 0), (5, 0)]"
inv-0058,"(5, 0)",510,308,305,23,"[(4, 0), (6, 0)]"
inv-0058,"(6, 0)",504,352,318,30,"[(5, 0), (7, 0)]"
inv-0058,"(7, 0)",389,400,24,11,"[(6, 0), (8, 0), (7, 1)]"
inv-0058,"(7, 1)",551,394,198,18,"[(7, 0)]"
inv-0058,"(8, 0)",222,479,916,20,"[(7, 0), (9, 0)]"
inv-0058,"(9, 0)",148,503,1022,20,"[(8, 0), (10, 0)]"
inv-0058,"(10, 0)",148,526,1022,20,"[(9, 0), (11, 0)]"
inv-0058,"(11, 0)",150,550,1019,19,"[(10, 0), (12, 0)]"
inv-0058,"(12, 0)",148,574,1021,20,"[(11, 0), (13, 0)]"
inv-0058,"(13, 0)",148,598,1022,20,"[(12, 0), (14, 0)]"
inv-0058,"(14, 0)",148,625,50,10,"[(13, 0), (15, 0)]"
inv-0058,"(15, 0)",212,672,251,19,"[(14, 0), (16, 0), (15, 1)]"
inv-0058,"(15, 1)",525,661,29,38,"[(16, 1), (15, 0), (15, 2)]"
inv-0058,"(15, 2)",582,662,57,37,"[(16, 2), (15, 1), (15, 3)]"
inv-0058,"(15, 3)",696,677,44,18,"[(16, 3), (15, 2), (15, 4)]"
inv-0058,"(15, 4)",813,677,58,19,"[(16, 4), (15, 3), (15, 5)]"
inv-0058,"(15, 5)",917,665,102,41,"[(16, 5), (15, 4), (15, 6)]"
inv-0058,"(15, 6)",1050,666,116,40,"[(16, 6), (15, 5)]"
inv-0058,"(16, 0)",154,712,340,19,"[(15, 0), (17, 0), (16, 1)]"
inv-0058,"(16, 1)",532,717,25,10,"[(15, 1), (16, 0), (16, 2)]"
inv-0058,"(16, 2)",610,713,5,14,"[(15, 2), (16, 1), (16, 3)]"
inv-0058,"(16, 3)",697,713,72,17,"[(15, 3), (16, 2), (16, 4)]"
inv-0058,"(16, 4)",824,713,71,18,"[(15, 4), (16, 3), (16, 5)]"
inv-0058,"(16, 5)",967,713,56,15,"[(15, 5), (16, 4), (16, 6)]"
inv-0058,"(16, 6)",1103,713,71,18,"[(15, 6), (16, 5)]"
inv-0058,"(17, 0)",154,735,254,18,"[(16, 0), (18, 0)]"
inv-0058,"(18, 0)",946,779,52,14,"[(17, 0), (19, 0), (18, 1)]"
inv-0058,"(18, 1)",1088,779,71,15,"[(19, 1), (18, 0)]"
inv-0058,"(19, 0)",898,813,99,18,"[(18, 0), (20, 0), (19, 1)]"
inv-0058,"(19, 1)",1091,814,68,15,"[(18, 1), (20, 1), (19, 0)]"
inv-0058,"(20, 0)",805,848,192,19,"[(19, 0), (21, 0), (20, 1)]"
inv-0058,"(20, 1)",1088,849,71,15,"[(19, 1), (20, 0)]"
inv-0058,"(21, 0)",146,926,972,21,"[(20, 0), (22, 0)]"
inv-0058,"(22, 0)",146,951,844,22,"[(21, 0), (23, 0)]"
inv-0058,"(23, 0)",156,1087,236,19,"[(22, 0), (24, 0)]"
inv-0058,"(23, 1)",710,1088,116,15,"[(24, 1), (23, 2)]"
inv-0058,"(23, 2)",925,1088,163,19,"[(24, 2), (23, 1)]"
inv-0058,"(24, 0)",46,1155,302,274,"[(23, 0), (25, 0), (24, 1)]"
inv-0058,"(24, 1)",155,1112,384,117,"[(23, 1), (25, 1), (24, 0), (24, 2)]"
inv-0058,"(24, 2)",688,1233,147,107,"[(23, 2), (24, 1), (24, 3)]"
inv-0058,"(24, 3)",714,1107,362,122,"[(24, 2), (24, 4)]"
inv-0058,"(24, 4)",938,1112,194,19,"[(24, 3)]"
inv-0058,"(25, 0)",234,1428,84,24,"[(24, 0), (26, 0), (25, 1)]"
inv-0058,"(25, 1)",367,1436,111,19,"[(24, 1), (25, 0)]"
inv-0058,"(26, 0)",215,1459,59,14,"[(25, 0), (27, 0)]"
inv-0058,"(27, 0)",371,1413,16,8,"[(26, 0), (28, 0)]"
inv-0058,"(28, 0)",835,1233,104,103,"[(27, 0)]"
inv-0060,"(0, 0)",347,188,525,22,"[(1, 0)]"
inv-0060,"(1, 0)",138,273,358,21,"[(0, 0), (2, 0), (1, 1)]"
inv-0060,"(1, 1)",802,272,193,20,"[(2, 1), (1, 0)]"
inv-0060,"(2, 0)",206,301,224,21,"[(1, 0), (3, 0)]"
inv-0060,"(2, 1)",805,300,190,17,"[(1, 1), (3, 1)]"
inv-0060,"(3, 0)",114,328,410,25,"[(2, 0), (4, 0), (3, 1)]"
inv-0060,"(3, 1)",697,327,409,27,"[(2, 1), (3, 0)]"
inv-0060,"(4, 0)",150,385,993,22,"[(3, 0), (5, 0)]"
inv-0060,"(5, 0)",76,412,1067,23,"[(4, 0), (6, 0)]"
inv-0060,"(6, 0)",76,440,1067,23,"[(5, 0), (7, 0)]"
inv-0060,"(7, 0)",76,475,198,17,"[(6, 0), (8, 0)]"
inv-0060,"(8, 0)",150,498,994,22,"[(7, 0), (9, 0)]"
inv-0060,"(9, 0)",76,526,1067,22,"[(8, 0), (10, 0)]"
inv-0060,"(10, 0)",76,553,1067,23,"[(9, 0), (11, 0)]"
inv-0060,"(11, 0)",77,582,591,23,"[(10, 0), (12, 0)]"
inv-0060,"(12, 0)",79,639,5,17,"[(11, 0), (13, 0), (12, 1)]"
inv-0060,"(12, 1)",150,638,994,22,"[(12, 0)]"
inv-0060,"(13, 0)",77,666,1068,23,"[(12, 0), (14, 0)]"
inv-0060,"(14, 0)",77,694,1067,23,"[(13, 0), (15, 0)]"
inv-0060,"(15, 0)",76,723,215,22,"[(14, 0), (16, 0)]"
inv-0060,"(16, 0)",77,780,10,17,"[(15, 0), (17, 0), (16, 1)]"
inv-0060,"(16, 1)",150,779,384,22,"[(17, 1), (16, 0)]"
inv-0060,"(17, 0)",108,820,210,38,"[(16, 0), (18, 0), (17, 1)]"
inv-0060,"(17, 1)",369,819,29,38,"[(16, 1), (18, 1), (17, 0), (17, 2)]"
inv-0060,"(17, 2)",429,831,99,14,"[(17, 1), (17, 3)]"
inv-0060,"(17, 3)",557,808,100,64,"[(17, 2), (17, 4)]"
inv-0060,"(17, 4)",695,819,144,41,"[(17, 3), (17, 5)]"
inv-0060,"(17, 5)",866,819,133,41,"[(17, 4), (17, 6)]"
inv-0060,"(17, 6)",1044,830,78,14,"[(17, 5)]"
inv-0060,"(18, 0)",89,880,247,18,"[(17, 0), (19, 0)]"
inv-0060,"(18, 1)",1018,891,131,13,"[(17, 1), (19, 1)]"
inv-0060,"(19, 0)",83,903,259,64,"[(18, 0), (20, 0), (19, 1)]"
inv-0060,"(19, 1)",373,919,23,9,"[(18, 1), (20, 1), (19, 0), (19, 2)]"
inv-0060,"(19, 2)",477,915,3,13,"[(20, 2), (19, 1), (19, 3)]"
inv-0060,"(19, 3)",555,915,107,13,"[(20, 3), (19, 2), (19, 4)]"
inv-0060,"(19, 4)",715,914,105,14,"[(20, 4), (19, 3), (19, 5)]"
inv-0060,"(19, 5)",904,914,57,14,"[(20, 5), (19, 4), (19, 6)]"
inv-0060,"(19, 6)",1030,918,106,34,"[(20, 6), (19, 5)]"
inv-0060,"(20, 0)",84,975,258,87,"[(19, 0), (21, 0), (20, 1)]"
inv-0060,"(20, 1)",372,1014,24,9,"[(19, 1), (21, 1), (20, 0), (20, 2)]"
inv-0060,"(20, 2)",477,1010,3,13,"[(19, 2), (20, 1), (20, 3)]"
inv-0060,"(20, 3)",556,1009,106,17,"[(19, 3), (20, 2), (20, 4)]"
inv-0060,"(20, 4)",715,1009,105,17,"[(19, 4), (20, 3), (20, 5)]"
inv-0060,"(20, 5)",904,1009,57,14,"[(19, 5), (20, 4), (20, 6)]"
inv-0060,"(20, 6)",1018,986,132,60,"[(19, 6), (20, 5)]"
inv-0060,"(21, 0)",63,1099,9,17,"[(20, 0), (22, 0), (21, 1)]"
inv-0060,"(21, 1)",151,1098,995,22,"[(20, 1), (21, 0)]"
inv-0060,"(22, 0)",63,1134,90,12,"[(21, 0), (23, 0)]"
inv-0060,"(23, 0)",108,1188,210,38,"[(22, 0), (24, 0), (23, 1)]"
inv-0060,"(23, 1)",369,1187,29,38,"[(24, 1), (23, 0), (23, 2)]"
inv-0060,"(23, 2)",430,1199,99,14,"[(23, 1), (23, 3)]"
inv-0060,"(23, 3)",558,1176,100,65,"[(23, 2), (23, 4)]"
inv-0060,"(23, 4)",695,1187,145,42,"[(23, 3), (23, 5)]"
inv-0060,"(23, 5)",867,1187,133,42,"[(23, 4), (23, 6)]"
inv-0060,"(23, 6)",1046,1199,78,14,"[(23, 5)]"
inv-0060,"(24, 0)",90,1249,246,18,"[(23, 0), (25, 0)]"
inv-0060,"(24, 1)",1021,1252,130,18,"[(23, 1), (25, 1)]"
inv-0060,"(25, 0)",84,1272,258,41,"[(24, 0), (26, 0), (25, 1)]"
inv-0060,"(25, 1)",373,1288,23,9,"[(24, 1), (25, 0), (25, 2)]"
inv-0060,"(25, 2)",478,1284,2,13,"[(25, 1), (25, 3)]"
inv-0060,"(25, 3)",556,1283,106,15,"[(25, 2), (25, 4)]"
inv-0060,"(25, 4)",716,1283,105,17,"[(25, 3), (25, 5)]"
inv-0060,"(25, 5)",904,1283,58,14,"[(25, 4), (25, 6)]"
inv-0060,"(25, 6)",1022,1274,126,44,"[(25, 5)]"
inv-0060,"(26, 0)",116,1318,196,18,"[(25, 0), (27, 0)]"
inv-0060,"(27, 0)",90,1344,246,17,"[(26, 0), (28, 0)]"
inv-0060,"(27, 1)",1018,1342,138,20,"[(28, 1)]"
inv-0060,"(28, 0)",85,1367,258,41,"[(27, 0), (29, 0), (28, 1)]"
inv-0060,"(28, 1)",373,1383,23,9,"[(27, 1), (28, 0), (28, 2)]"
inv-0060,"(28, 2)",478,1379,3,13,"[(28, 1), (28, 3)]"
inv-0060,"(28, 3)",557,1378,105,17,"[(28, 2), (28, 4)]"
inv-0060,"(28, 4)",716,1378,105,14,"[(28, 3), (28, 5)]"
inv-0060,"(28, 5)",905,1378,57,14,"[(28, 4), (28, 6)]"
inv-0060,"(28, 6)",1018,1364,134,48,"[(28, 5)]"
inv-0060,"(29, 0)",117,1414,195,17,"[(28, 0), (30, 0)]"
inv-0060,"(30, 0)",63,1469,11,16,"[(29, 0), (30, 1)]"
inv-0060,"(30, 1)",152,1469,96,19,"[(30, 0), (30, 2)]"
inv-0060,"(30, 2)",298,1473,10,12,"[(30, 1), (30, 3)]"
inv-0060,"(30, 3)",357,1473,163,17,"[(30, 2), (30, 4)]"
inv-0060,"(30, 4)",569,1473,80,17,"[(30, 3), (30, 5)]"
inv-0060,"(30, 5)",698,1468,53,22,"[(30, 4), (30, 6)]"
inv-0060,"(30, 6)",801,1473,158,17,"[(30, 5), (30, 7)]"
inv-0060,"(30, 7)",1009,1467,132,22,"[(30, 6)]"
inv-0063,"(0, 0)",66,69,470,18,"[(1, 0), (0, 1)]"
inv-0063,"(0, 1)",612,75,35,14,"[(1, 1), (0, 0), (0, 2)]"
inv-0063,"(0, 2)",707,76,92,15,"[(1, 2), (0, 1)]"
inv-0063,"(1, 0)",66,93,103,18,"[(0, 0), (2, 0)]"
inv-0063,"(1, 1)",612,101,52,14,"[(0, 1), (1, 2)]"
inv-0063,"(1, 2)",707,102,206,16,"[(0, 2), (1, 1)]"
inv-0063,"(2, 0)",65,122,129,16,"[(1, 0), (3, 0)]"
inv-0063,"(3, 0)",65,145,168,15,"[(2, 0), (4, 0), (3, 1)]"
inv-0063,"(3, 1)",351,147,151,16,"[(3, 0), (3, 2)]"
inv-0063,"(3, 2)",611,149,52,14,"[(3, 1), (3, 3)]"
inv-0063,"(3, 3)",706,151,206,15,"[(3, 2)]"
inv-0063,"(4, 0)",65,171,217,18,"[(3, 0), (5, 0)]"
inv-0063,"(5, 0)",64,216,91,16,"[(4, 0), (6, 0)]"
inv-0063,"(6, 0)",65,270,591,31,"[(5, 0), (7, 0)]"
inv-0063,"(7, 0)",62,338,953,45,"[(6, 0), (8, 0)]"
inv-0063,"(8, 0)",62,427,867,25,"[(7, 0), (9, 0)]"
inv-0063,"(9, 0)",198,454,827,25,"[(8, 0), (10, 0)]"
inv-0063,"(10, 0)",198,478,227,19,"[(9, 0), (11, 0)]"
inv-0063,"(11, 0)",61,545,915,49,"[(10, 0), (12, 0)]"
inv-0063,"(12, 0)",59,651,658,22,"[(11, 0), (13, 0)]"
inv-0063,"(13, 0)",71,694,18,14,"[(12, 0), (14, 0), (13, 1)]"
inv-0063,"(13, 1)",240,695,227,20,"[(14, 1), (13, 0), (13, 2)]"
inv-0063,"(13, 2)",614,699,62,15,"[(14, 2), (13, 1), (13, 3)]"
inv-0063,"(13, 3)",705,700,22,16,"[(14, 3), (13, 2), (13, 4)]"
inv-0063,"(13, 4)",796,701,42,16,"[(14, 4), (13, 3), (13, 5)]"
inv-0063,"(13, 5)",928,702,59,18,"[(14, 5), (13, 4)]"
inv-0063,"(14, 0)",77,720,4,12,"[(13, 0), (15, 0), (14, 1)]"
inv-0063,"(14, 1)",107,720,454,17,"[(13, 1), (14, 0), (14, 2)]"
inv-0063,"(14, 2)",673,726,4,12,"[(13, 2), (14, 1), (14, 3)]"
inv-0063,"(14, 3)",689,729,20,9,"[(13, 3), (14, 2), (14, 4)]"
inv-0063,"(14, 4)",782,727,95,13,"[(13, 4), (14, 3), (14, 5)]"
inv-0063,"(14, 5)",931,728,97,13,"[(13, 5), (14, 4)]"
inv-0063,"(15, 0)",107,741,317,18,"[(14, 0), (16, 0)]"
inv-0063,"(16, 0)",75,765,7,12,"[(15, 0), (17, 0), (16, 1)]"
inv-0063,"(16, 1)",107,765,454,18,"[(16, 0), (16, 2)]"
inv-0063,"(16, 2)",673,771,4,12,"[(16, 1), (16, 3)]"
inv-0063,"(16, 3)",688,775,20,8,"[(16, 2), (16, 4)]"
inv-0063,"(16, 4)",781,773,96,13,"[(16, 3), (16, 5)]"
inv-0063,"(16, 5)",931,774,96,13,"[(16, 4)]"
inv-0063,"(17, 0)",107,787,316,18,"[(16, 0), (18, 0)]"
inv-0063,"(18, 0)",823,834,49,14,"[(17, 0), (19, 0), (18, 1)]"
inv-0063,"(18, 1)",918,835,108,14,"[(19, 1), (18, 0)]"
inv-0063,"(19, 0)",717,860,155,18,"[(18, 0), (20, 0), (19, 1)]"
inv-0063,"(19, 1)",919,862,107,17,"[(18, 1), (20, 1), (19, 0)]"
inv-0063,"(20, 0)",738,888,134,14,"[(19, 0), (21, 0), (20, 1)]"
inv-0063,"(20, 1)",918,889,107,15,"[(19, 1), (20, 0)]"
inv-0063,"(21, 0)",57,910,436,22,"[(20, 0), (22, 0)]"
inv-0063,"(22, 0)",57,935,491,20,"[(21, 0), (23, 0)]"
inv-0063,"(23, 0)",56,977,285,18,"[(22, 0), (24, 0)]"
inv-0063,"(24, 0)",56,1002,623,24,"[(23, 0), (25, 0)]"
inv-0063,"(25, 0)",56,1027,904,26,"[(24, 0), (26, 0)]"
inv-0063,"(26, 0)",55,1054,937,26,"[(25, 0), (27, 0)]"
inv-0063,"(27, 0)",56,1081,78,15,"[(26, 0), (28, 0)]"
inv-0063,"(28, 0)",55,1165,130,18,"[(27, 0), (29, 0), (28, 1)]"
inv-0063,"(28, 1)",488,1171,101,13,"[(29, 1), (28, 0), (28, 2)]"
inv-0063,"(28, 2)",634,1171,92,18,"[(29, 2), (28, 1), (28, 3)]"
inv-0063,"(28, 3)",927,1175,100,13,"[(29, 3), (28, 2)]"
inv-0063,"(29, 0)",30,1492,360,140,"[(28, 0), (30, 0), (29, 1)]"
inv-0063,"(29, 1)",57,1470,377,258,"[(28, 1), (29, 0), (29, 2)]"
inv-0063,"(29, 2)",314,1238,489,246,"[(28, 2), (29, 1), (29, 3)]"
inv-0063,"(29, 3)",401,1495,51,65,"[(28, 3), (29, 2)]"
inv-0063,"(29, 4)",803,1199,61,257,"[(29, 5)]"
inv-0063,"(29, 5)",934,1613,123,114,"[(29, 4), (29, 6)]"
inv-0063,"(29, 6)",955,1516,249,200,"[(29, 5)]"
inv-0063,"(30, 0)",833,1125,3,10,"[(29, 0)]"
inv-0063,"(31, 0)",696,1669,60,27,"[(32, 0)]"
inv-0063,"(32, 0)",866,1361,116,327,"[(31, 0), (33, 0)]"
inv-0063,"(33, 0)",780,1472,101,225,"[(32, 0), (34, 0)]"
inv-0063,"(34, 0)",457,1493,142,227,"[(33, 0), (35, 0), (34, 1)]"
inv-0063,"(34, 1)",644,1663,21,7,"[(35, 1), (34, 0)]"
inv-0063,"(35, 0)",438,1671,84,55,"[(34, 0), (36, 0), (35, 1)]"
inv-0063,"(35, 1)",608,1671,59,24,"[(34, 1), (35, 0)]"
inv-0063,"(36, 0)",369,1191,33,12,"[(35, 0), (37, 0)]"
inv-0063,"(37, 0)",812,1195,50,25,"[(36, 0)]"
inv-0064,"(0, 0)",63,13,454,21,"[(1, 0)]"
inv-0064,"(1, 0)",64,43,245,22,"[(0, 0), (2, 0)]"
inv-0064,"(2, 0)",61,71,228,13,"[(1, 0), (3, 0)]"
inv-0064,"(3, 0)",60,90,508,15,"[(2, 0), (4, 0)]"
inv-0064,"(4, 0)",61,108,277,13,"[(3, 0), (5, 0)]"
inv-0064,"(5, 0)",60,127,234,14,"[(4, 0), (6, 0)]"
inv-0064,"(6, 0)",60,145,759,18,"[(5, 0), (7, 0)]"
inv-0064,"(7, 0)",60,164,267,14,"[(6, 0), (8, 0)]"
inv-0064,"(8, 0)",60,183,542,16,"[(7, 0), (9, 0)]"
inv-0064,"(9, 0)",60,201,449,15,"[(8, 0), (10, 0)]"
inv-0064,"(10, 0)",60,219,290,13,"[(9, 0), (11, 0)]"
inv-0064,"(11, 0)",60,237,323,14,"[(10, 0), (12, 0)]"
inv-0064,"(12, 0)",60,256,524,16,"[(11, 0), (13, 0)]"
inv-0064,"(13, 0)",84,302,241,47,"[(12, 0), (14, 0), (13, 1)]"
inv-0064,"(13, 1)",369,313,56,29,"[(14, 1), (13, 0), (13, 2)]"
inv-0064,"(13, 2)",487,286,64,29,"[(14, 2), (13, 1), (13, 3)]"
inv-0064,"(13, 3)",620,306,48,46,"[(14, 3), (13, 2), (13, 4)]"
inv-0064,"(13, 4)",694,307,83,46,"[(14, 4), (13, 3), (13, 5)]"
inv-0064,"(13, 5)",790,281,104,81,"[(13, 4), (13, 6)]"
inv-0064,"(13, 6)",921,300,41,62,"[(13, 5), (13, 7)]"
inv-0064,"(13, 7)",1004,317,64,27,"[(13, 6), (13, 8)]"
inv-0064,"(13, 8)",1100,309,98,47,"[(13, 7), (13, 9)]"
inv-0064,"(13, 9)",1211,293,119,64,"[(13, 8), (13, 10)]"
inv-0064,"(13, 10)",1350,292,142,30,"[(13, 9)]"
inv-0064,"(14, 0)",499,367,97,12,"[(13, 0), (15, 0), (14, 1)]"
inv-0064,"(14, 1)",827,369,33,8,"[(13, 1), (15, 1), (14, 0)]"
inv-0064,"(14, 2)",1254,364,33,8,"[(13, 2), (15, 2), (14, 3)]"
inv-0064,"(14, 3)",1361,367,20,10,"[(13, 3), (15, 3), (14, 2), (14, 4)]"
inv-0064,"(14, 4)",1414,368,89,8,"[(13, 4), (15, 4), (14, 3)]"
inv-0064,"(15, 0)",205,385,3,7,"[(14, 0), (16, 0), (15, 1)]"
inv-0064,"(15, 1)",392,387,10,7,"[(14, 1), (16, 1), (15, 0), (15, 2)]"
inv-0064,"(15, 2)",463,387,5,7,"[(14, 2), (16, 2), (15, 1), (15, 3)]"
inv-0064,"(15, 3)",543,388,10,7,"[(14, 3), (16, 3), (15, 2), (15, 4)]"
inv-0064,"(15, 4)",643,388,4,8,"[(14, 4), (16, 4), (15, 3), (15, 5)]"
inv-0064,"(15, 5)",733,389,5,7,"[(16, 5), (15, 4), (15, 6)]"
inv-0064,"(15, 6)",842,390,4,7,"[(16, 6), (15, 5), (15, 7)]"
inv-0064,"(15, 7)",940,391,5,8,"[(16, 7), (15, 6), (15, 8)]"
inv-0064,"(15, 8)",1034,391,4,8,"[(16, 8), (15, 7), (15, 9)]"
inv-0064,"(15, 9)",1146,392,5,8,"[(16, 9), (15, 8), (15, 10)]"
inv-0064,"(15, 10)",1269,393,4,7,"[(15, 9), (15, 11)]"
inv-0064,"(15, 11)",1368,395,9,7,"[(15, 10), (15, 12)]"
inv-0064,"(15, 12)",1452,395,15,8,"[(15, 11)]"
inv-0064,"(16, 0)",57,402,267,30,"[(15, 0), (17, 0), (16, 1)]"
inv-0064,"(16, 1)",439,405,22,10,"[(15, 1), (16, 0), (16, 2)]"
inv-0064,"(16, 2)",497,408,16,7,"[(15, 2), (16, 1), (16, 3)]"
inv-0064,"(16, 3)",651,406,32,10,"[(15, 3), (16, 2), (16, 4)]"
inv-0064,"(16, 4)",703,407,77,10,"[(15, 4), (16, 3), (16, 5)]"
inv-0064,"(16, 5)",822,408,78,10,"[(15, 5), (16, 4), (16, 6)]"
inv-0064,"(16, 6)",911,408,66,12,"[(15, 6), (16, 5), (16, 7)]"
inv-0064,"(16, 7)",984,408,26,10,"[(15, 7), (16, 6), (16, 8)]"
inv-0064,"(16, 8)",1136,410,67,10,"[(15, 8), (16, 7), (16, 9)]"
inv-0064,"(16, 9)",1253,411,77,10,"[(15, 9), (16, 8)]"
inv-0064,"(17, 0)",58,436,139,13,"[(16, 0), (18, 0)]"
inv-0064,"(18, 0)",57,457,267,31,"[(17, 0), (19, 0), (18, 1)]"
inv-0064,"(18, 1)",439,460,21,10,"[(18, 0), (18, 2)]"
inv-0064,"(18, 2)",497,463,16,8,"[(18, 1), (18, 3)]"
inv-0064,"(18, 3)",650,462,32,10,"[(18, 2), (18, 4)]"
inv-0064,"(18, 4)",702,462,78,10,"[(18, 3), (18, 5)]"
inv-0064,"(18, 5)",822,463,77,10,"[(18, 4), (18, 6)]"
inv-0064,"(18, 6)",911,463,66,12,"[(18, 5), (18, 7)]"
inv-0064,"(18, 7)",983,464,26,10,"[(18, 6), (18, 8)]"
inv-0064,"(18, 8)",1136,465,67,10,"[(18, 7), (18, 9)]"
inv-0064,"(18, 9)",1252,466,78,10,"[(18, 8)]"
inv-0064,"(19, 0)",57,492,139,13,"[(18, 0), (20, 0)]"
inv-0064,"(20, 0)",57,514,99,11,"[(19, 0), (21, 0), (20, 1)]"
inv-0064,"(20, 1)",375,519,8,9,"[(21, 1), (20, 0)]"
inv-0064,"(20, 2)",822,519,77,11,"[(20, 3)]"
inv-0064,"(20, 3)",993,521,8,10,"[(20, 2), (20, 4)]"
inv-0064,"(20, 4)",1125,522,77,10,"[(20, 3), (20, 5)]"
inv-0064,"(20, 5)",1252,523,78,10,"[(20, 4)]"
inv-0064,"(21, 0)",57,553,170,14,"[(20, 0), (22, 0)]"
inv-0064,"(21, 1)",663,558,119,13,"[(20, 1), (22, 1)]"
inv-0064,"(22, 0)",57,573,199,11,"[(21, 0), (23, 0), (22, 1)]"
inv-0064,"(22, 1)",394,579,8,6,"[(21, 1), (23, 1), (22, 0), (22, 2)]"
inv-0064,"(22, 2)",463,574,79,10,"[(23, 2), (22, 1), (22, 3)]"
inv-0064,"(22, 3)",663,578,196,10,"[(23, 3), (22, 2), (22, 4)]"
inv-0064,"(22, 4)",1031,578,80,10,"[(23, 4), (22, 3)]"
inv-0064,"(23, 0)",57,627,224,14,"[(22, 0), (24, 0), (23, 1)]"
inv-0064,"(23, 1)",354,589,58,28,"[(22, 1), (23, 0), (23, 2)]"
inv-0064,"(23, 2)",546,591,30,9,"[(22, 2), (23, 1)]"
inv-0064,"(23, 3)",906,593,70,38,"[(22, 3), (23, 4)]"
inv-0064,"(23, 4)",1108,595,33,10,"[(22, 4), (23, 3)]"
inv-0064,"(24, 0)",56,647,199,11,"[(23, 0), (25, 0)]"
inv-0064,"(25, 0)",358,664,43,9,"[(24, 0), (26, 0), (25, 1)]"
inv-0064,"(25, 1)",542,666,28,9,"[(25, 0)]"
inv-0064,"(25, 2)",870,667,209,10,[]
inv-0064,"(26, 0)",862,682,225,9,"[(25, 0), (27, 0)]"
inv-0064,"(27, 0)",456,351,20,10,"[(26, 0), (28, 0), (27, 1)]"
inv-0064,"(27, 1)",508,335,79,25,"[(28, 1), (27, 0)]"
inv-0064,"(28, 0)",1341,348,61,13,"[(27, 0), (28, 1)]"
inv-0064,"(28, 1)",1435,351,47,10,"[(27, 1), (28, 0)]"
inv-0065,"(0, 0)",229,88,767,15,"[(1, 0)]"
inv-0065,"(1, 0)",233,106,766,16,"[(0, 0), (2, 0)]"
inv-0065,"(2, 0)",301,125,626,15,"[(1, 0), (3, 0)]"
inv-0065,"(3, 0)",71,176,470,15,"[(2, 0), (4, 0), (3, 1)]"
inv-0065,"(3, 1)",606,176,35,14,"[(4, 1), (3, 0), (3, 2)]"
inv-0065,"(3, 2)",694,175,92,14,"[(3, 1)]"
inv-0065,"(4, 0)",606,200,52,15,"[(3, 0), (5, 0), (4, 1)]"
inv-0065,"(4, 1)",694,200,208,14,"[(3, 1), (4, 0)]"
inv-0065,"(5, 0)",71,222,117,14,"[(4, 0), (6, 0)]"
inv-0065,"(6, 0)",72,243,161,15,"[(5, 0), (7, 0), (6, 1)]"
inv-0065,"(6, 1)",339,242,149,15,"[(6, 0), (6, 2)]"
inv-0065,"(6, 2)",606,241,52,15,"[(6, 1), (6, 3)]"
inv-0065,"(6, 3)",694,241,208,14,"[(6, 2)]"
inv-0065,"(7, 0)",72,268,244,18,"[(6, 0), (8, 0)]"
inv-0065,"(8, 0)",71,309,83,14,"[(7, 0), (9, 0)]"
inv-0065,"(9, 0)",74,389,338,21,"[(8, 0), (10, 0)]"
inv-0065,"(10, 0)",73,479,92,16,"[(9, 0), (11, 0), (10, 1)]"
inv-0065,"(10, 1)",250,476,801,19,"[(10, 0)]"
inv-0065,"(11, 0)",250,498,513,19,"[(10, 0), (12, 0)]"
inv-0065,"(12, 0)",73,546,105,16,"[(11, 0), (13, 0), (12, 1)]"
inv-0065,"(12, 1)",251,543,845,18,"[(12, 0)]"
inv-0065,"(13, 0)",251,567,355,17,"[(12, 0), (14, 0)]"
inv-0065,"(14, 0)",74,612,336,19,"[(13, 0), (15, 0)]"
inv-0065,"(15, 0)",89,659,19,14,"[(14, 0), (16, 0), (15, 1)]"
inv-0065,"(15, 1)",195,659,280,17,"[(16, 1), (15, 0), (15, 2)]"
inv-0065,"(15, 2)",592,657,62,14,"[(16, 2), (15, 1), (15, 3)]"
inv-0065,"(15, 3)",719,656,23,17,"[(16, 3), (15, 2), (15, 4)]"
inv-0065,"(15, 4)",800,656,43,17,"[(16, 4), (15, 3), (15, 5)]"
inv-0065,"(15, 5)",924,655,61,18,"[(16, 5), (15, 4), (15, 6)]"
inv-0065,"(15, 6)",1058,655,91,17,"[(16, 6), (15, 5)]"
inv-0065,"(16, 0)",96,684,3,10,"[(15, 0), (17, 0), (16, 1)]"
inv-0065,"(16, 1)",132,682,306,14,"[(15, 1), (16, 0), (16, 2)]"
inv-0065,"(16, 2)",650,681,49,11,"[(15, 2), (16, 1), (16, 3)]"
inv-0065,"(16, 3)",707,684,7,8,"[(15, 3), (16, 2), (16, 4)]"
inv-0065,"(16, 4)",840,680,37,11,"[(15, 4), (16, 3), (16, 5)]"
inv-0065,"(16, 5)",950,680,75,11,"[(15, 5), (16, 4), (16, 6)]"
inv-0065,"(16, 6)",1107,679,66,11,"[(15, 6), (16, 5)]"
inv-0065,"(17, 0)",132,700,251,14,"[(16, 0), (18, 0)]"
inv-0065,"(18, 0)",95,722,6,11,"[(17, 0), (19, 0), (18, 1)]"
inv-0065,"(18, 1)",132,720,307,14,"[(18, 0), (18, 2)]"
inv-0065,"(18, 2)",649,719,50,11,"[(18, 1), (18, 3)]"
